Bias,MeanAbsoluteError,RootMeanSquaredError,Rsquared
0.030126904036938077,105.65383503171081,179.1726261592092,0.3651396919822979
-0.908773685351704,92.54164536145251,167.8685418320165,0.44271995398036534
-0.5340617441604107,86.66812405942433,160.7486392371631,0.48898991941681835
0.3884902742532574,81.8164396232927,154.52461266135234,0.5277954317541262
-0.059949087758605184,79.63111276023965,151.22658564958874,0.5477369046749613
0.5366651007415237,77.26366172694667,146.48965341068546,0.5756260081286444
-0.28927322232352104,74.96652322792859,142.2848906245337,0.5996383912315045
-0.6461244434875214,73.53514752515322,139.8859235160278,0.6130250206725758
-0.2213669125791715,70.22386823501667,133.68231294665873,0.6465868059861568
0.6282224787549654,67.05220344553048,128.77106835712448,0.6720773199785904
0.13007910667721959,105.63788518953889,179.1577502270485,0.36524510704511093
0.15770303738561892,91.68803880219936,167.26515359986078,0.4467189391015888
0.03738722555816735,85.27040725470711,158.36254795523536,0.5040478031884433
0.007092637517905512,81.15829755864176,152.95667254207885,0.5373296045178177
-0.14820787000361507,78.18905240351829,147.16324300799346,0.5717143173410759
0.050366808340517724,75.67742289261528,142.33919492482727,0.5993327297403266
0.238333913740373,73.12025355872147,137.05041963631928,0.628554076670234
0.2257480101343729,69.98404985844107,130.7863637495923,0.6617328787191581
0.1670236444848175,66.94440947485658,125.04036190239115,0.690802979041087
0.3505665612017949,62.914563277590666,117.27804157059211,0.7280003989173707
0.11482611765847141,104.9195205032913,178.5235614416516,0.3697310078341137
-0.07003194011440295,91.82639629875429,167.43176077130335,0.4456161810007899
0.03439966891836898,85.64622065584894,159.22949237639165,0.498602830288689
-0.12334282588553072,80.80449398788208,152.19304466885828,0.5419377862823574
0.10643921315643916,78.12259885544817,147.31069010215907,0.5708556638657786
0.03789755703792648,75.70952567661678,141.92088044285478,0.6016842765265176
0.06079249233508877,72.99090148897567,137.16914918416907,0.6279102156780367
-0.029293561354387435,69.98177978910073,130.95495744978427,0.6608602118472253
0.16135620968816147,66.60988426325183,124.634614623873,0.6928063689884687
0.30807267246318726,62.75988325687103,116.78685270551786,0.7302740281889675
-0.0034667079188181954,104.8832116256894,178.46445879246141,0.3701482569712654
-0.03915063396064218,91.66656160846621,167.25589668074437,0.4467801776344835
-0.04743768460465032,85.5307562640238,158.5394931131711,0.5029388873764908
-0.069619963853869,80.904937656173,152.22393863031652,0.5417518015323644
0.028582063586778946,77.8509943810074,146.3924595937915,0.5761889536180489
0.054933356312774566,75.77147748651922,142.20929333015496,0.6000637099549622
0.09082884258688174,72.69566568607476,136.09877526561647,0.633694625214263
0.13483440947259515,69.86753749457519,130.84459938007186,0.6614315692512034
0.15688452764167798,66.4328251131699,123.99813224047311,0.6959359022572981
0.19310697181669315,62.37945003062542,115.6539715955937,0.7354815560137666
0.03815916331886928,104.97798702670805,178.51614477778972,0.3697833751084395
0.048276050033570675,91.58253574513479,167.1771331859654,0.4473010951951484
-0.01577550517538571,85.16138723589395,158.14964237913046,0.5053804416221366
0.018723688070528172,80.7798283107261,152.23714367597924,0.5416722943155257
0.04871879918629246,77.94659852229064,146.45744824424736,0.5758125814790545
0.04786578875588057,75.54289813814081,141.81527002067952,0.6022768692411136
0.00750804206465657,72.84960832885413,136.56974090974595,0.6311550616984036
0.06598853453565286,69.64062305436207,129.89454647931177,0.6663303599410111
0.16678163031218218,66.17143117690253,123.20945820795541,0.6997915220425177
0.2798901937045594,62.32360434830028,116.04897349010812,0.7336716101316194
-0.009659048698161105,104.98769580514463,178.5294713630535,0.3696892777472832
0.01116613035869528,91.65742610447437,167.25683252682526,0.4467739867609618
0.019400136894126997,85.22758499163186,158.16196647734657,0.5053033503630461
0.03234018141010673,80.8532761687335,152.37927727381464,0.5408160752036506
-0.003391597648494868,77.93131825170619,146.40934907249806,0.5760911567701242
0.0155471094679073,75.51533967495595,141.51606409819706,0.6039533541532196
0.037437933183079315,72.71779653931819,136.22465859910488,0.6330166901353869
0.11747414143172072,69.67881338218976,130.09905091587237,0.6652788818106421
0.15568979627780763,66.12984625263083,123.06085607083872,0.7005152443793953
0.26886545040512266,62.20933934723103,115.53527924318787,0.7360242127918994
